"","min_2","max_other","target_score","gene","rank"
"EPS8L2",0.87,0.86,0.01,"EPS8L2",143
"TAS2R38",0.05,0.04,0.01,"TAS2R38",144
"INA",0.03,0.02,0.01,"INA",145
"WSCD2",0.08,0.07,0.01,"WSCD2",146
"OTUB1",3.94,3.93,0.00999999999999979,"OTUB1",147
"HNRNPH3",3.92,3.91,0.00999999999999979,"HNRNPH3",148
"ERVV.2",0.03,0.03,0,"ERVV.2",149
"FAM24A",0,0,0,"FAM24A",150
"TUFM",4.62,4.62,0,"TUFM",151
"TBPL2",0,0,0,"TBPL2",152
"OCM2",0,0,0,"OCM2",153
"OR5K4",0,0,0,"OR5K4",154
"IQCF6",0,0,0,"IQCF6",155
"NONO",4.91,4.91,0,"NONO",156
"DEFB105B",0,0,0,"DEFB105B",157
"KRTAP17.1",0,0,0,"KRTAP17.1",158
"C8orf34",0.04,0.04,0,"C8orf34",159
"DMRTA2",0,0,0,"DMRTA2",160
"C1QTNF4",0,0,0,"C1QTNF4",161
"APOBEC1",0,0,0,"APOBEC1",162
"LRRC30",0,0,0,"LRRC30",163
"DPP7",4.23,4.23,0,"DPP7",164
"ENTPD2",0.01,0.01,0,"ENTPD2",165
"ILF2",4.48,4.48,0,"ILF2",166
"PRLHR",0,0,0,"PRLHR",167
"ASCL4",0,0,0,"ASCL4",168
"COX6A2",0,0,0,"COX6A2",169
"UGT2B11",0.04,0.04,0,"UGT2B11",170
"KIF14",0.45,0.45,0,"KIF14",171
"LCN9",0,0,0,"LCN9",172
"TRIM6.TRIM34",0,0,0,"TRIM6.TRIM34",173
"VCY",0,0,0,"VCY",174
"TMCO5A",0,0,0,"TMCO5A",175
"TRIM40",0,0,0,"TRIM40",176
"OR10P1",0.05,0.05,0,"OR10P1",177
"CHCHD1",2.7,2.7,0,"CHCHD1",178
"DEFB105A",0,0,0,"DEFB105A",179
"VCY1B",0,0,0,"VCY1B",180
"TMEM235",0.02,0.02,0,"TMEM235",181
"HES7",0,0,0,"HES7",182
"HAND2",0,0,0,"HAND2",183
"HNRNPCL1",0,0,0,"HNRNPCL1",184
"CAPN8",0.04,0.04,0,"CAPN8",185
"PCDHA5",0,0,0,"PCDHA5",186
"PLCZ1",0.01,0.01,0,"PLCZ1",187
"CCDC63",0,0,0,"CCDC63",188
"CLDN24",0,0,0,"CLDN24",189
"SLC35D3",0,0,0,"SLC35D3",190
"CABP2",0,0,0,"CABP2",191
"DEFB114",0,0,0,"DEFB114",192
"KRTAP22.2",0,0,0,"KRTAP22.2",193
"NTN3",0,0,0,"NTN3",194
"TEX36",0,0,0,"TEX36",195
"MAP3K19",0.08,0.08,0,"MAP3K19",196
"ASCL5",0,0,0,"ASCL5",197
"TRPV5",0.01,0.01,0,"TRPV5",198
"C5orf46",0,0,0,"C5orf46",199
"SPAG11A",0,0,0,"SPAG11A",200
"NKX2.6",0,0,0,"NKX2.6",201
"PFN3",0,0,0,"PFN3",202
"IFNA2",0,0,0,"IFNA2",203
"SPEM1",0,0,0,"SPEM1",204
"FCN2",0,0,0,"FCN2",205
"IQCF5",0,0,0,"IQCF5",206
"FABP1",0,0,0,"FABP1",207
"NT5C1A",0,0,0,"NT5C1A",208
"SMIM9",0,0,0,"SMIM9",209
"GKN1",0,0,0,"GKN1",210
"FGF22",0,0,0,"FGF22",211
"TAAR9",0,0,0,"TAAR9",212
"C10orf62",0,0,0,"C10orf62",213
"KISS1",0,0,0,"KISS1",214
"IRS4",0.02,0.02,0,"IRS4",215
"KRTAP20.2",0,0,0,"KRTAP20.2",216
"TAP1",5.85,5.85,0,"TAP1",217
"CSH1",0,0,0,"CSH1",218
"KRTAP5.1",0,0,0,"KRTAP5.1",219
"IL17REL",0.02,0.02,0,"IL17REL",220
"DSCR4",0,0,0,"DSCR4",221
"CNN1",0,0,0,"CNN1",222
"MYOD1",0,0,0,"MYOD1",223
"KRTAP6.2",0,0,0,"KRTAP6.2",224
"CALB2",0,0,0,"CALB2",225
"RBP2",0.01,0.01,0,"RBP2",226
"FSCN2",0.01,0.01,0,"FSCN2",227
"XAGE5",0,0,0,"XAGE5",228
"NCL",5.34,5.35,-0.00999999999999979,"NCL",229
"BTG3",3.25,3.26,-0.00999999999999979,"BTG3",230
"ACTA2",3.35,3.36,-0.00999999999999979,"ACTA2",231
"RYR1",0.07,0.08,-0.01,"RYR1",232
"COL5A3",0.02,0.03,-0.01,"COL5A3",233
"MFSD2B",0.02,0.03,-0.01,"MFSD2B",234
"RNF223",0,0.01,-0.01,"RNF223",235
"PRSS22",0,0.01,-0.01,"PRSS22",236
"OR52A1",0,0.01,-0.01,"OR52A1",237
"ASIC4",0,0.01,-0.01,"ASIC4",238
"HCN4",0,0.01,-0.01,"HCN4",239
"LIPK",0,0.01,-0.01,"LIPK",240
"RSPO4",0,0.01,-0.01,"RSPO4",241
"TRPM5",0,0.01,-0.01,"TRPM5",242
"DNMT3L",0,0.01,-0.01,"DNMT3L",243
"CD200R1L",0.01,0.02,-0.01,"CD200R1L",244
"MT4",0,0.01,-0.01,"MT4",245
"TBR1",0,0.01,-0.01,"TBR1",246
"CACNA1S",0.01,0.02,-0.01,"CACNA1S",247
"TTYH1",0,0.01,-0.01,"TTYH1",248
"CAMK2N2",0,0.01,-0.01,"CAMK2N2",249
"CDX1",0,0.01,-0.01,"CDX1",250
"DAZ3",0,0.01,-0.01,"DAZ3",251
"UCMA",0,0.01,-0.01,"UCMA",252
"TMEM240",0,0.01,-0.01,"TMEM240",253
"KLRG2",0,0.01,-0.01,"KLRG2",254
"OBP2A",0,0.01,-0.01,"OBP2A",255
"SLC17A3",0,0.01,-0.01,"SLC17A3",256
"MMP20",0,0.01,-0.01,"MMP20",257
"TMEM82",0,0.01,-0.01,"TMEM82",258
"ADH1C",0,0.01,-0.01,"ADH1C",259
"PAGE1",0,0.01,-0.01,"PAGE1",260
"HOXD12",0,0.01,-0.01,"HOXD12",261
"FOXB2",0,0.01,-0.01,"FOXB2",262
"ERVMER34.1",0,0.01,-0.01,"ERVMER34.1",263
"CBLC",0,0.01,-0.01,"CBLC",264
"CCER1",0,0.01,-0.01,"CCER1",265
"BARHL2",0,0.01,-0.01,"BARHL2",266
"TPSG1",0,0.01,-0.01,"TPSG1",267
"NDST4",0,0.01,-0.01,"NDST4",268
"TPBGL",0,0.01,-0.01,"TPBGL",269
"PRM3",0,0.01,-0.01,"PRM3",270
"THSD7B",0,0.01,-0.01,"THSD7B",271
"DEFB107A",0,0.01,-0.01,"DEFB107A",272
"DDN",0,0.01,-0.01,"DDN",273
"ASB18",0,0.01,-0.01,"ASB18",274
"DUSP9",0,0.01,-0.01,"DUSP9",275
"EVPLL",0,0.01,-0.01,"EVPLL",276
"SYNGR4",0,0.01,-0.01,"SYNGR4",277
"PCDHA12",0,0.01,-0.01,"PCDHA12",278
"CRHR1",0,0.01,-0.01,"CRHR1",279
"LY6G6F",0,0.01,-0.01,"LY6G6F",280
"RGS22",0,0.01,-0.01,"RGS22",281
"SOHLH1",0,0.01,-0.01,"SOHLH1",282
"SCRT1",0,0.01,-0.01,"SCRT1",283
"ACTN3",0,0.01,-0.01,"ACTN3",284
"BPIFA1",0,0.01,-0.01,"BPIFA1",285
"RNF224",0,0.01,-0.01,"RNF224",286
"CALML6",0,0.01,-0.01,"CALML6",287
"UGT1A5",0,0.01,-0.01,"UGT1A5",288
"NKX6.1",0,0.01,-0.01,"NKX6.1",289
"FGF6",0,0.01,-0.01,"FGF6",290
"MLN",0,0.01,-0.01,"MLN",291
"CT45A2",0,0.01,-0.01,"CT45A2",292
"ADRA1D",0,0.01,-0.01,"ADRA1D",293
"ARHGDIG",0,0.01,-0.01,"ARHGDIG",294
"NCAN",0,0.01,-0.01,"NCAN",295
"ARTN",0,0.01,-0.01,"ARTN",296
"FOXD3",0,0.01,-0.01,"FOXD3",297
"DEFB107B",0,0.01,-0.01,"DEFB107B",298
"ALPPL2",0,0.01,-0.01,"ALPPL2",299
"NOTO",0,0.01,-0.01,"NOTO",300
"SAA2.SAA4",0,0.01,-0.01,"SAA2.SAA4",301
"SERPINA4",0,0.01,-0.01,"SERPINA4",302
"RAET1L",0,0.01,-0.01,"RAET1L",303
"CHST8",0,0.01,-0.01,"CHST8",304
"NMS",0,0.01,-0.01,"NMS",305
"KRTAP1.4",0,0.01,-0.01,"KRTAP1.4",306
"KRT24",0,0.01,-0.01,"KRT24",307
"SHANK1",0,0.01,-0.01,"SHANK1",308
"DAZ1",0,0.01,-0.01,"DAZ1",309
"LRRC52",0,0.01,-0.01,"LRRC52",310
"FAM83F",0,0.01,-0.01,"FAM83F",311
"CLDN8",0,0.01,-0.01,"CLDN8",312
"CLCNKA",0,0.01,-0.01,"CLCNKA",313
"GDF1",0,0.01,-0.01,"GDF1",314
"RIMS4",0.01,0.02,-0.01,"RIMS4",315
"HGFAC",0,0.01,-0.01,"HGFAC",316
"CTRB1",0,0.01,-0.01,"CTRB1",317
"TMEM257",0,0.01,-0.01,"TMEM257",318
"HAPLN2",0,0.01,-0.01,"HAPLN2",319
"CASKIN1",0,0.01,-0.01,"CASKIN1",320
"FAM71B",0,0.01,-0.01,"FAM71B",321
"FAM189A1",0,0.01,-0.01,"FAM189A1",322
"C12orf54",0,0.01,-0.01,"C12orf54",323
"SPANXA2",0,0.01,-0.01,"SPANXA2",324
"C1QL1",0,0.01,-0.01,"C1QL1",325
"EN1",0,0.01,-0.01,"EN1",326
"PTGER1",0,0.01,-0.01,"PTGER1",327
"NRAP",0.01,0.02,-0.01,"NRAP",328
"GCGR",0,0.01,-0.01,"GCGR",329
"TECTB",0,0.01,-0.01,"TECTB",330
"RTP2",0,0.01,-0.01,"RTP2",331
"PADI3",0,0.01,-0.01,"PADI3",332
"GPRC6A",0,0.01,-0.01,"GPRC6A",333
"CYP2A13",0,0.01,-0.01,"CYP2A13",334
"SLC28A1",0,0.01,-0.01,"SLC28A1",335
"FRMD1",0,0.01,-0.01,"FRMD1",336
"C8B",0,0.01,-0.01,"C8B",337
"MAPK15",0,0.01,-0.01,"MAPK15",338
"HS3ST4",0,0.01,-0.01,"HS3ST4",339
"IRX5",0,0.01,-0.01,"IRX5",340
"FOXA2",0,0.01,-0.01,"FOXA2",341
"CEL",0,0.01,-0.01,"CEL",342
"GABRQ",0,0.01,-0.01,"GABRQ",343
"RGSL1",0.01,0.02,-0.01,"RGSL1",344
"BRSK1",0,0.01,-0.01,"BRSK1",345
"PAX2",0,0.01,-0.01,"PAX2",346
"VWC2L",0,0.01,-0.01,"VWC2L",347
"PDIA2",0,0.01,-0.01,"PDIA2",348
"GUCY2F",0,0.01,-0.01,"GUCY2F",349
"UMOD",0,0.01,-0.01,"UMOD",350
"GRIN3B",0,0.01,-0.01,"GRIN3B",351
"HOXC8",0,0.01,-0.01,"HOXC8",352
"FAM57B",0,0.01,-0.01,"FAM57B",353
"C5orf38",0,0.01,-0.01,"C5orf38",354
"PTH2",0,0.01,-0.01,"PTH2",355
"C11orf86",0,0.01,-0.01,"C11orf86",356
"CSN1S1",0,0.01,-0.01,"CSN1S1",357
"TMEM198",0.03,0.04,-0.01,"TMEM198",358
"OR9A4",0.03,0.04,-0.01,"OR9A4",359
"KIAA0368",1.35,1.36,-0.01,"KIAA0368",360
"CNOT6",0.99,1,-0.01,"CNOT6",361
"ATP2C2",0.13,0.14,-0.01,"ATP2C2",362
"PAQR4",0.85,0.86,-0.01,"PAQR4",363
"CCDC136",0.35,0.36,-0.01,"CCDC136",364
"GRSF1",2.42,2.43,-0.0100000000000002,"GRSF1",365
"SMC3",2.98,2.99,-0.0100000000000002,"SMC3",366
"PPP1R11",3.19,3.2,-0.0100000000000002,"PPP1R11",367
"MTFR1L",2.78,2.79,-0.0100000000000002,"MTFR1L",368
"MAP2K5",2.15,2.16,-0.0100000000000002,"MAP2K5",369
"ISG20",5.72,5.73,-0.0100000000000007,"ISG20",370
"G3BP1",4.04,4.06,-0.0199999999999996,"G3BP1",371
"SURF4",4.66,4.68,-0.0199999999999996,"SURF4",372
"SOX15",0.07,0.09,-0.02,"SOX15",373
"ASIC5",0.01,0.03,-0.02,"ASIC5",374
"LRRIQ1",0.01,0.03,-0.02,"LRRIQ1",375
"PCSK4",0.04,0.06,-0.02,"PCSK4",376
"KLHL41",0.01,0.03,-0.02,"KLHL41",377
"INSRR",0.04,0.06,-0.02,"INSRR",378
"MIOX",0.01,0.03,-0.02,"MIOX",379
"ZNF560",0.01,0.03,-0.02,"ZNF560",380
"TTLL6",0.01,0.03,-0.02,"TTLL6",381
"ARR3",0.01,0.03,-0.02,"ARR3",382
"PTX4",0.01,0.03,-0.02,"PTX4",383
"R3HDML",0.01,0.03,-0.02,"R3HDML",384
"WDR49",0.01,0.03,-0.02,"WDR49",385
"MOGAT2",0.01,0.03,-0.02,"MOGAT2",386
"LAMB4",0,0.02,-0.02,"LAMB4",387
"LINC00675",0,0.02,-0.02,"LINC00675",388
"SPATA19",0,0.02,-0.02,"SPATA19",389
"OR1L3",0,0.02,-0.02,"OR1L3",390
"C9orf57",0,0.02,-0.02,"C9orf57",391
"COMP",0,0.02,-0.02,"COMP",392
"RBMY1E",0,0.02,-0.02,"RBMY1E",393
"COL4A6",0,0.02,-0.02,"COL4A6",394
"ADAM2",0,0.02,-0.02,"ADAM2",395
"MMP13",0,0.02,-0.02,"MMP13",396
"SPO11",0,0.02,-0.02,"SPO11",397
"GNAT3",0,0.02,-0.02,"GNAT3",398
"OVOL2",0,0.02,-0.02,"OVOL2",399
"SULT4A1",0,0.02,-0.02,"SULT4A1",400
"LRRC72",0,0.02,-0.02,"LRRC72",401
"ATP13A5",0,0.02,-0.02,"ATP13A5",402
"PAQR9",0,0.02,-0.02,"PAQR9",403
"ASB17",0,0.02,-0.02,"ASB17",404
"DEC1",0,0.02,-0.02,"DEC1",405
"CYP2C19",0,0.02,-0.02,"CYP2C19",406
"PRG3",0,0.02,-0.02,"PRG3",407
"LCN1",0,0.02,-0.02,"LCN1",408
"EPS8L3",0,0.02,-0.02,"EPS8L3",409
"CST8",0,0.02,-0.02,"CST8",410
"PRSS41",0,0.02,-0.02,"PRSS41",411
"GYS2",0,0.02,-0.02,"GYS2",412
"ASPG",0,0.02,-0.02,"ASPG",413
"LACRT",0,0.02,-0.02,"LACRT",414
"SLC2A7",0,0.02,-0.02,"SLC2A7",415
"SOWAHA",0,0.02,-0.02,"SOWAHA",416
"TSGA13",0,0.02,-0.02,"TSGA13",417
"SPINK8",0,0.02,-0.02,"SPINK8",418
"KRT75",0,0.02,-0.02,"KRT75",419
"BPY2B",0,0.02,-0.02,"BPY2B",420
"NXF2",0,0.02,-0.02,"NXF2",421
"COX8C",0,0.02,-0.02,"COX8C",422
"CDH16",0,0.02,-0.02,"CDH16",423
"FOXA1",0,0.02,-0.02,"FOXA1",424
"PRTN3",0,0.02,-0.02,"PRTN3",425
"PCDH8",0,0.02,-0.02,"PCDH8",426
"GNG13",0,0.02,-0.02,"GNG13",427
"C1QTNF8",0,0.02,-0.02,"C1QTNF8",428
"PSG3",0,0.02,-0.02,"PSG3",429
"CST4",0,0.02,-0.02,"CST4",430
"NKX2.3",0,0.02,-0.02,"NKX2.3",431
"NXF2B",0,0.02,-0.02,"NXF2B",432
"IZUMO1",0,0.02,-0.02,"IZUMO1",433
"IQCJ.SCHIP1",0,0.02,-0.02,"IQCJ.SCHIP1",434
"C2orf72",0,0.02,-0.02,"C2orf72",435
"DRD4",0,0.02,-0.02,"DRD4",436
"GRIK3",0,0.02,-0.02,"GRIK3",437
"MAGEE2",0,0.02,-0.02,"MAGEE2",438
"NXF5",0,0.02,-0.02,"NXF5",439
"KBTBD13",0,0.02,-0.02,"KBTBD13",440
"SYT10",0,0.02,-0.02,"SYT10",441
"BHLHE22",0,0.02,-0.02,"BHLHE22",442
"NTF4",0,0.02,-0.02,"NTF4",443
"FOXA3",0,0.02,-0.02,"FOXA3",444
"F8A2",0,0.02,-0.02,"F8A2",445
"NKD2",0,0.02,-0.02,"NKD2",446
"CCDC105",0,0.02,-0.02,"CCDC105",447
"PCDHA8",0,0.02,-0.02,"PCDHA8",448
"DNAI1",0,0.02,-0.02,"DNAI1",449
"UTF1",0,0.02,-0.02,"UTF1",450
"TEX13B",0,0.02,-0.02,"TEX13B",451
"CLDN9",0,0.02,-0.02,"CLDN9",452
"TMEFF2",0,0.02,-0.02,"TMEFF2",453
"RBMY1D",0,0.02,-0.02,"RBMY1D",454
"OR52B2",0,0.02,-0.02,"OR52B2",455
"C11orf52",0,0.02,-0.02,"C11orf52",456
"KRT20",0,0.02,-0.02,"KRT20",457
"OBP2B",0,0.02,-0.02,"OBP2B",458
"GDF6",0,0.02,-0.02,"GDF6",459
"GFI1B",0,0.02,-0.02,"GFI1B",460
"PRAMEF5",0,0.02,-0.02,"PRAMEF5",461
"SCGN",0,0.02,-0.02,"SCGN",462
"GPR88",0,0.02,-0.02,"GPR88",463
"OR10H3",0,0.02,-0.02,"OR10H3",464
"RGMA",0,0.02,-0.02,"RGMA",465
"FUT5",0,0.02,-0.02,"FUT5",466
"PNCK",0,0.02,-0.02,"PNCK",467
"SERPINA12",0.02,0.04,-0.02,"SERPINA12",468
"BPIFB2",0,0.02,-0.02,"BPIFB2",469
"HS3ST5",0,0.02,-0.02,"HS3ST5",470
"CLCNKB",0,0.02,-0.02,"CLCNKB",471
"BARX1",0,0.02,-0.02,"BARX1",472
"SLC2A2",0,0.02,-0.02,"SLC2A2",473
"COL20A1",0,0.02,-0.02,"COL20A1",474
"SYT5",0,0.02,-0.02,"SYT5",475
"ATP4A",0,0.02,-0.02,"ATP4A",476
"GAGE13",0,0.02,-0.02,"GAGE13",477
"F8A3",0,0.02,-0.02,"F8A3",478
"PLSCR5",0,0.02,-0.02,"PLSCR5",479
"HSFX2",0,0.02,-0.02,"HSFX2",480
"LIPM",0,0.02,-0.02,"LIPM",481
"GRIK5",0,0.02,-0.02,"GRIK5",482
"FOXL2",0,0.02,-0.02,"FOXL2",483
"MUM1L1",0,0.02,-0.02,"MUM1L1",484
"UPK1A",0,0.02,-0.02,"UPK1A",485
"LBX1",0,0.02,-0.02,"LBX1",486
"C15orf59",0,0.02,-0.02,"C15orf59",487
"MYH1",0,0.02,-0.02,"MYH1",488
"CATSPER4",0,0.02,-0.02,"CATSPER4",489
"IL36G",0,0.02,-0.02,"IL36G",490
"RBPJL",0,0.02,-0.02,"RBPJL",491
"WFDC9",0,0.02,-0.02,"WFDC9",492
"C14orf180",0,0.02,-0.02,"C14orf180",493
"TBATA",0,0.02,-0.02,"TBATA",494
"ANKRD30A",0,0.02,-0.02,"ANKRD30A",495
"SP8",0,0.02,-0.02,"SP8",496
"NYX",0,0.02,-0.02,"NYX",497
"ADH7",0,0.02,-0.02,"ADH7",498
"GRIN1",0,0.02,-0.02,"GRIN1",499
"ASIC2",0,0.02,-0.02,"ASIC2",500
"CTXN2",0,0.02,-0.02,"CTXN2",501
"C1QTNF3.AMACR",0,0.02,-0.02,"C1QTNF3.AMACR",502
"SSTR1",0,0.02,-0.02,"SSTR1",503
"LMTK3",0,0.02,-0.02,"LMTK3",504
"CD164L2",0,0.02,-0.02,"CD164L2",505
"GALNTL5",0,0.02,-0.02,"GALNTL5",506
"TSPY1",0,0.02,-0.02,"TSPY1",507
"TMEM238",0,0.02,-0.02,"TMEM238",508
"MS4A13",0,0.02,-0.02,"MS4A13",509
"NKX2.1",0,0.02,-0.02,"NKX2.1",510
"PRRX2",0,0.02,-0.02,"PRRX2",511
"HFM1",0,0.02,-0.02,"HFM1",512
